user_input,optimized_prompt,category,source
Tell me about blockchain technology.,You are a blockchain technology consultant. Explain the concept of blockchain technology to a non-technical audience. Focus on explaining the key components such as blocks; hashing; and consensus mechanisms. Provide an analogy to help them understand the concept better. For example; you could compare it to a digital ledger or a chain of records.,ROLE_PLAYING,prompt_examples_dataset
Explain reinforcement learning.,You are an expert in artificial intelligence. Explain reinforcement learning in detail; including the key components such as the agent; environment; state; action; reward; and policy. Also; discuss different types of reinforcement learning algorithms like Q-learning; SARSA; and Deep Q-Networks (DQN). Provide examples of real-world applications of reinforcement learning; such as robotics; game playing; and recommendation systems. Explain the exploration vs. exploitation trade-off and how it is handled in different algorithms. Finally; discuss the challenges and limitations of reinforcement learning; such as sample efficiency and the curse of dimensionality. Your response should be comprehensive and technically accurate.,COMPLETION,prompt_examples_dataset
Tell me about waste management.,Explain the concept of integrated waste management. Include the hierarchy of waste management options; from most to least preferred; and give examples of each.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about air quality management.,You are an environmental policy expert. Explain the key components of effective air quality management; including monitoring; regulation; enforcement; and public awareness campaigns. Detail how these components interact to improve air quality and protect public health. Use a chain of thought approach to structure your explanation.,CONVERSATIONAL,prompt_examples_dataset
Explain algorithm design.,You are an expert computer science professor. Explain algorithm design in extensive detail; covering the following topics:  1.  **Definition and Purpose:**     *   What is an algorithm? Define it formally and informally.     *   Why is algorithm design important in computer science and software engineering?     *   Discuss the impact of efficient algorithms on performance and resource utilization.  2.  **Algorithm Design Techniques:**     *   **Divide and Conquer:**         *   Explain the divide and conquer paradigm.         *   Provide examples: Merge Sort; Quick Sort; Binary Search.         *   Discuss the advantages and disadvantages of this approach.     *   **Greedy Algorithms:**         *   Explain the greedy approach.         *   Provide examples: Dijkstra's Algorithm; Kruskal's Algorithm; Huffman Coding.         *   Discuss the optimality and limitations of greedy algorithms.     *   **Dynamic Programming:**         *   Explain the dynamic programming paradigm.         *   Provide examples: Fibonacci sequence; Knapsack problem; Shortest path algorithms.         *   Discuss the concepts of overlapping subproblems and optimal substructure.     *   **Backtracking:**         *   Explain the backtracking approach.         *   Provide examples: N-Queens problem; Sudoku solver.         *   Discuss the use of recursion and constraint satisfaction.  3.  **Algorithm Analysis:**     *   **Time Complexity:**         *   Explain Big O notation and its significance.         *   Analyze the time complexity of common algorithms (e.g.; searching; sorting).         *   Discuss best-case; average-case; and worst-case scenarios.     *   **Space Complexity:**         *   Explain space complexity and its importance.         *   Analyze the space complexity of common algorithms.         *   Discuss the trade-offs between time and space complexity.  4.  **Algorithm Design Process:**     *   **Problem Definition:**         *   How to clearly define the problem and its constraints.         *   Importance of understanding the input and output requirements.     *   **Algorithm Selection:**         *   How to choose the appropriate algorithm design technique for a given problem.         *   Factors to consider: problem characteristics; data size; performance requirements.     *   **Algorithm Implementation:**         *   Best practices for implementing algorithms in code.         *   Importance of code readability and maintainability.     *   **Testing and Debugging:**         *   Strategies for testing and debugging algorithms.         *   Importance of test cases and edge cases.  5.  **Advanced Topics:**     *   **Randomized Algorithms:**         *   Explain the concept of randomized algorithms.         *   Provide examples: Monte Carlo algorithms; Las Vegas algorithms.     *   **Approximation Algorithms:**         *   Explain the concept of approximation algorithms.         *   Discuss the approximation ratio and its significance.     *   **Parallel Algorithms:**         *   Explain the concept of parallel algorithms.         *   Discuss the challenges and benefits of parallel computing.  6.  **Real-World Applications:**     *   Discuss real-world applications of algorithm design in various fields such as:         *   Computer graphics         *   Artificial intelligence         *   Data science         *   Networking         *   Cryptography  Provide detailed explanations; examples; and pseudocode where appropriate. Aim for a comprehensive and educational response suitable for advanced undergraduate or graduate students in computer science.,INFORMATIONAL,prompt_examples_dataset
Create a website.,You are a web development expert. I need you to create a simple website with the following features:  *   A homepage with a brief introduction and a hero image. *   An about page with more details about the company. *   A contact page with a form that submits to a specified email address.  Use HTML; CSS; and JavaScript. Provide the complete code for each page; including any necessary CSS styling. Also; include instructions on how to deploy the website to a simple web server. Make sure the code is well-commented and easy to understand. The website should be responsive and look good on both desktop and mobile devices. Use modern HTML5 and CSS3 practices. The contact form should include validation to ensure that the email address is valid before submission. The website should be accessible; following WCAG guidelines. Provide a README file with instructions on how to set up the development environment and run the website locally. Include a license file (MIT license).,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Write a story about a cat.,You are a professional children's book author. Write a short story; no more than 300 words; about a cat named Whiskers who goes on an adventure in their backyard. The story should be engaging for children aged 4-7 and include a clear beginning; middle; and end. Focus on Whiskers' perspective and use descriptive language to bring the backyard to life. The story should also teach a subtle lesson about bravery and curiosity.,ROLE_PLAYING,prompt_examples_dataset
How do I make friends?,"You are a professional life coach. A client asks: ""I'm finding it difficult to establish new friendships as an adult. What evidence-based strategies can I use to build meaningful connections with others? Please provide specific; actionable steps.""",STYLE_TONE_CHANGE,prompt_examples_dataset
Give me some ideas for renovating my kitchen.,I'm planning a kitchen renovation and feeling overwhelmed by the options. My current kitchen is 12x15 feet; has outdated oak cabinets; and laminate countertops. I dislike the current layout because the refrigerator is across the room from the sink and stove; creating a bottleneck when cooking. My budget is $30;000. I'm looking for a modern; functional design. Let's use a tree of thoughts approach to explore different design options. First; brainstorm three distinct layout possibilities; considering the 'work triangle' principle. For each layout; then consider two different cabinet styles (e.g.; shaker; slab). Finally; for each cabinet style within each layout; suggest a countertop material and color that would complement the overall design. Present the options in a structured format; outlining the pros and cons of each layout; cabinet style; and countertop combination. Also; estimate the cost for each option.,CREATIVE_WRITING,prompt_examples_dataset
How can I be a better public speaker?,I want to improve my public speaking skills. Provide a structured guide; including specific exercises and techniques; to help me overcome common challenges like nervousness; filler words; and maintaining audience engagement. Include an example speech outline and suggest resources for further learning. Use a ONE_SHOT_FEW_SHOT prompting technique. Here's an example of the format I'd like you to follow:  **Challenge:** Nervousness **Technique:** Deep breathing exercises **Exercise:** Practice diaphragmatic breathing for 5 minutes daily.  Now; provide a similar structured guide for other common public speaking challenges.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Write a function that checks if the quality of a product is good.,I want you to write a python function that assesses the quality of a product based on a set of predefined criteria. The function should take a dictionary as input; where keys are the names of quality attributes (e.g.; 'durability'; 'performance'; 'appearance') and values are numerical ratings (1-5; 1 being poor and 5 being excellent). The function should return 'High Quality' if all attributes are rated 4 or higher; 'Acceptable Quality' if all attributes are rated 3 or higher; and 'Low Quality' otherwise. Here's an example:  Input: `{'durability': 4; 'performance': 5; 'appearance': 4}` Output: `High Quality`,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Write code to deploy a simple web application to the cloud.,You are an expert cloud engineer. Write a Python script using the AWS CDK to deploy a simple web application consisting of a static HTML file to an S3 bucket; configured for static website hosting. The script should:  1.  Create an S3 bucket with public read access for website hosting. 2.  Upload the `index.html` file (content: `<h1>Hello Cloud!</h1>`) to the bucket. 3.  Enable static website hosting on the bucket; setting `index.html` as the index document. 4.  Output the URL of the hosted website.  Include necessary imports and error handling. Provide the complete; runnable script. Also; provide the necessary CDK CLI commands to deploy this stack.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
What makes a good team leader?,Let's think step by step. First; consider the primary goals of a team. Second; what are the common obstacles that prevent teams from achieving these goals? Third; what specific actions can a leader take to mitigate these obstacles and facilitate goal achievement? Finally; synthesize these points into a concise summary of the key attributes and actions of an effective team leader. Focus on actionable strategies and avoid generalities.,SUMMARIZATION,prompt_examples_dataset
Explain differential geometry.,I am studying differential geometry and need a concise explanation of key concepts. Provide a summary that includes: 1. Definition of manifolds and tangent spaces. 2. Explanation of differential forms and their role in integration on manifolds. 3. Discussion of curvature and torsion of curves and surfaces. 4. Introduction to Riemannian geometry and the metric tensor. Use clear and precise language; suitable for someone with a basic understanding of calculus and linear algebra. Here's an example of the desired format:  1. Manifolds and Tangent Spaces: [Explanation] 2. Differential Forms: [Explanation] 3. Curvature and Torsion: [Explanation] 4. Riemannian Geometry: [Explanation],TRANSLATION,prompt_examples_dataset
Translate this finger game text.,You are an expert translator specializing in children's games. Translate the following finger game text into English; ensuring it retains the playful tone and instructions are clear for children to understand:  [FINGER GAME TEXT HERE],TRANSLATION,prompt_examples_dataset
Tell me about fashion trends.,"Here are some examples of how to adapt fashion trend descriptions for different audiences:  *   **Original (General Audience):** ""This season; oversized blazers are making a huge comeback. Pair them with wide-leg trousers for a chic; powerful look."" *   **Adapted (Teenagers):** ""Oversized blazers are back! Think cool and comfy. Rock them with baggy pants for a trendy vibe.""  Now; adapt the following fashion trend description for senior citizens:  *   **Original (General Audience):** ""Cutout dresses are all the rage this summer; showing just the right amount of skin.""",STYLE_TONE_CHANGE,prompt_examples_dataset
Tell me about environmental sustainability.,Explain the following environmental sustainability techniques; providing a brief definition of each; and an example of how each technique can be implemented: 1. Carbon offsetting 2. Renewable energy adoption 3. Waste reduction and recycling 4. Sustainable agriculture 5. Water conservation. Focus on practical applications and real-world examples.,COMPARISON,prompt_examples_dataset
Tell me about travel planning.,Let's break down travel planning into manageable steps. First; consider the initial phase: What are the key questions a traveler should ask themselves before even choosing a destination? Next; once a destination is in mind; what are the crucial steps involved in researching and booking transportation and accommodation? Finally; what are the essential pre-trip preparations to ensure a smooth and enjoyable travel experience? Answer each question in a paragraph.,SUMMARIZATION,prompt_examples_dataset
Tell me about mental health awareness.,Discuss recent developments in mental health awareness; focusing on the increased use of social media campaigns and the impact of celebrity endorsements. Explain how these strategies have affected public perception and help-seeking behaviors. Use a chain of thought approach to structure your response.,CONVERSATIONAL,prompt_examples_dataset
Tell me about school supplies.,You are a school supply expert. A student is preparing to go back to school and needs a list of essential supplies for elementary; middle; and high school. Provide a detailed list for each level; including specific items like types of notebooks; pens; and any other necessary tools. Also; suggest a few optional but helpful items for each level.,CONVERSATIONAL,prompt_examples_dataset
Explain number theory.,Let's explore some fundamental concepts in number theory. First; define prime numbers and explain how to determine if a number is prime. Then; describe the concept of modular arithmetic; including its notation and basic operations. Finally; explain the Euclidean algorithm for finding the greatest common divisor (GCD) of two numbers; providing a step-by-step example. Use CHAIN_OF_THOUGHT.,INSTRUCTIONAL,prompt_examples_dataset
How does neural circuit manipulation compare to other methods?,I am trying to understand the landscape of techniques used to study and modify brain function. Compare and contrast neural circuit manipulation (e.g.; optogenetics; chemogenetics) with other approaches like lesion studies; pharmacological interventions; and transcranial magnetic stimulation (TMS). For each method; consider its spatial and temporal resolution; invasiveness; specificity; reversibility; and potential for causal inference. Provide specific examples where one technique might be preferred over another; highlighting the trade-offs involved. Structure your answer in a table.,COMPARISON,prompt_examples_dataset
Tell me about holiday traditions.,"Here are some examples of academic descriptions of cultural traditions:  Example 1: ""The tradition of gift-giving during the winter holidays; particularly Christmas; is a complex social and economic phenomenon. Anthropological studies reveal that gift exchange serves to reinforce social bonds; establish hierarchies; and circulate resources within a community (Mauss; 1954). Furthermore; the commercialization of gift-giving has transformed it into a major driver of consumer spending; with significant implications for global markets (Miller; 1998).""  Example 2: ""Thanksgiving; a holiday celebrated primarily in the United States and Canada; is rooted in historical narratives of harvest festivals and interactions between European settlers and indigenous populations. Critical analyses of Thanksgiving emphasize the importance of examining the holiday's complex and often contested history; particularly regarding the displacement and marginalization of Native American communities (Loewen; 1995).""  Now; provide an academic description of the tradition of decorating homes for holidays; including relevant historical context and potential social or cultural significance.",STYLE_TONE_CHANGE,prompt_examples_dataset
Tell me about fashion trends.,I want to understand how fashion trends are predicted. Here's an example of a Python function that attempts to predict stock prices based on historical data:  ```python import pandas as pd from sklearn.linear_model import LinearRegression  def predict_stock_price(data):     # Assuming 'data' is a pandas DataFrame with 'Date' and 'Close' columns     data['Date'] = pd.to_datetime(data['Date'])     data['Day_Number'] = (data['Date'] - data['Date'].min()).dt.days          model = LinearRegression()     model.fit(data[['Day_Number']]; data['Close'])          future_date = data['Date'].max() + pd.DateOffset(days=1)     future_day_number = (future_date - data['Date'].min()).dt.days     predicted_price = model.predict([[future_day_number.days]])[0]          return predicted_price ```  Now; create a Python function that predicts upcoming fashion trends. Consider factors like social media data (e.g.; Instagram hashtags; TikTok trends); historical sales data; runway show analysis; and economic indicators. The function should take these factors as input (you define the input format) and output a dictionary of predicted trends; including clothing styles; colors; and materials; along with a confidence score for each prediction.  Include comments to explain your reasoning.  Focus on the structure and logic of the function; not necessarily perfect accuracy.  Assume you have access to relevant APIs and data sources.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
"Translate this explanation of synthetic biology into Spanish: ""Synthetic biology is a multidisciplinary area of research that seeks to create new biological parts; devices; and systems; or to redesign existing natural biological systems. It's used in various applications; from creating biofuels to developing new drugs.""","Translate the following explanation of synthetic biology into Spanish. Provide three different translations; each with a slightly different tone and emphasis. The first should be formal and technical; suitable for an academic paper. The second should be more general and accessible; suitable for a popular science article. The third should be concise and impactful; suitable for a short description on a website. Explanation: ""Synthetic biology is a multidisciplinary area of research that seeks to create new biological parts; devices; and systems; or to redesign existing natural biological systems. It's used in various applications; from creating biofuels to developing new drugs.""",TRANSLATION,prompt_examples_dataset
Tell me about team leadership.,You are a leadership expert. Explain the key principles of effective team leadership; including communication strategies; conflict resolution techniques; and methods for fostering a collaborative and productive team environment. Provide specific examples of how these principles can be applied in a real-world setting. Focus on actionable advice that a new team leader could implement immediately.,INFORMATIONAL,prompt_examples_dataset
Explain technical quality control.,Explain technical quality control in the context of a manufacturing plant. Include details about statistical process control; inspection methods; and quality assurance procedures. Focus on how these elements work together to ensure product quality and consistency. Provide examples of common quality control challenges and how they are addressed.,STYLE_TONE_CHANGE,prompt_examples_dataset
What are some applications of nanotechnology?,Let's explore the potential of nanotechnology in drug delivery. First; outline the key challenges in delivering drugs effectively to targeted locations within the body. Then; describe how nanotechnology; specifically using nanoparticles; can address each of these challenges. Finally; provide specific examples of nanoparticles currently being researched or used for targeted drug delivery; including the drugs they carry and the diseases they target. Explain the mechanism of action for each example.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about kitchen utensils.,You are a helpful assistant that provides detailed information about kitchen utensils. Please list five common kitchen utensils; describe their primary uses; and mention any alternative names they might have.,INFORMATIONAL,prompt_examples_dataset
Explain cellular respiration.,You are a cellular biology expert. Explain cellular respiration in detail; including the three main stages (glycolysis; the Krebs cycle; and oxidative phosphorylation); their locations within the cell; and the inputs and outputs of each stage. Also; describe the overall purpose of cellular respiration and its importance for living organisms. Provide your answer in a well-structured format.,ROLE_PLAYING,prompt_examples_dataset
What is embodied cognition?,Explain embodied cognition in detail. First; define embodied cognition and its core principles. Second; describe how embodied cognition differs from traditional cognitive science; highlighting the role of the body and environment. Third; provide examples of how embodied cognition manifests in everyday activities like language; perception; and social interaction. Finally; discuss the implications of embodied cognition for fields like robotics; artificial intelligence; and education. Use a chain of thought approach to ensure a comprehensive and well-structured explanation.,SUMMARIZATION,prompt_examples_dataset
Tell me about searing.,Explain the Maillard reaction and its importance in searing meat. Detail the steps involved in properly searing a steak; including pan selection; oil choice; and achieving a good crust. What are common mistakes to avoid when searing?,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about disaster preparedness.,"You are an expert in disaster preparedness. I will provide a piece of content; and you will tag it with relevant keywords related to disaster preparedness. Here's an example:  Content: ""This article discusses how to prepare an emergency kit with food; water; and first-aid supplies."" Tags: [""emergency kit""; ""food""; ""water""; ""first-aid""; ""supplies""]  Now; tag the following content:  Content: ""The city is conducting drills to prepare for earthquakes and tsunamis; focusing on evacuation routes and communication protocols.""",CLASSIFICATION_TAGGING,prompt_examples_dataset
Write a function to draw a square.,You are an expert graphics programmer. Write a Python function using the `turtle` library to draw a square. The function should take the side length as an argument and draw a square with that side length; starting at the current turtle position and heading. Include comments to explain each step. Here's an example of how to use the turtle library:  ```python import turtle  t = turtle.Turtle() t.forward(100) t.left(90) t.forward(100) t.left(90) t.forward(100) t.left(90) t.forward(100) t.left(90)  turtle.done() ``` Now; write the function to draw a square.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about advanced artificial intelligence.,First; explain the fundamental principles of artificial intelligence. Then; building upon that foundation; elaborate on the key characteristics that distinguish advanced AI from traditional AI. Finally; provide specific examples of advanced AI systems and their applications; highlighting their capabilities and limitations. Use chain of thought prompting to ensure a clear and logical explanation.,SUMMARIZATION,prompt_examples_dataset
How does this code help biodiversity?,You are an expert in biodiversity conservation and ecological modeling. I need you to explain how the following Python code contributes to biodiversity conservation. First; briefly describe the overall purpose of the code. Then; step-by-step; explain how each section of the code (indicated by comments) achieves this purpose; focusing on the ecological principles and conservation strategies implemented. Be specific about how the code simulates or models ecological processes and how these simulations can inform conservation decisions. The code is:  ```python # Code simulating species distribution based on environmental factors import numpy as np  def species_distribution_model(habitat_suitability; dispersal_ability):     # Simulate species dispersal     distribution = habitat_suitability * dispersal_ability     return distribution  # Example usage: Simulating habitat suitability and dispersal habitat_suitability = np.array([0.1; 0.5; 0.8; 0.3; 0.9]) dispersal_ability = np.array([0.8; 0.2; 0.7; 0.9; 0.4])  # Calculate species distribution species_distribution = species_distribution_model(habitat_suitability; dispersal_ability) print(species_distribution) ```,CODE_EXPLANATION,prompt_examples_dataset
Explain machine learning theory.,Here are some examples of machine learning theory techniques and their descriptions:  *   **Bias-Variance Decomposition:** This technique breaks down the generalization error of a model into three components: bias; variance; and irreducible error. Bias refers to the error due to the model's assumptions; variance refers to the error due to the model's sensitivity to the training data; and irreducible error is the error that cannot be reduced by any model. *   **PAC Learning:**  Probably Approximately Correct (PAC) learning provides a framework for analyzing the sample complexity of learning algorithms. It defines the conditions under which a learning algorithm can learn a concept with high probability and accuracy. *   **VC Dimension:** Vapnik-Chervonenkis (VC) dimension is a measure of the complexity of a model. It is defined as the maximum number of points that the model can shatter; where shattering means that the model can perfectly classify all possible labelings of the points.  Now; explain the following machine learning theory techniques:  1.  Regularization 2.  Kernel Methods 3.  Information Theory,COMPARISON,prompt_examples_dataset
Tell me a story about a disease outbreak.,Imagine you are a historian specializing in epidemiology. Describe a fictional disease outbreak in the year 2077. Use the TREE_OF_THOUGHTS approach to structure your narrative:  *   **Initial Outbreak:** Where and how did the disease; tentatively called 'Chrono-Flu;' first appear? What were the initial symptoms; and who were the first affected? *   **Spread and Mutation:** How did Chrono-Flu spread? Did it mutate? If so; how did the mutations affect its transmissibility; virulence; and symptoms? Consider the impact of advanced technology (e.g.; personal transportation; global communication networks; genetic engineering) on the spread and evolution of the disease. *   **Societal Impact:** How did Chrono-Flu affect society? Consider the impact on healthcare systems; economies; social interactions; and political stability. Did governments implement quarantines; travel restrictions; or other measures? How effective were these measures? *   **Scientific Response:** What scientific efforts were undertaken to understand and combat Chrono-Flu? Did researchers develop new diagnostic tools; treatments; or vaccines? What were the major challenges and breakthroughs in the scientific response? *   **Long-Term Consequences:** What were the long-term consequences of the Chrono-Flu outbreak? Did it lead to lasting changes in society; technology; or human behavior? Did it have any unexpected or unforeseen effects?  Provide a detailed and compelling narrative that explores the various facets of this fictional outbreak.,CREATIVE_WRITING,prompt_examples_dataset
Tell me about climate change.,Explain the primary causes of climate change; detailing the greenhouse effect and the role of human activities. Then; describe three significant environmental impacts resulting from these changes; providing specific examples for each impact. Finally; suggest three actionable steps individuals can take to mitigate climate change; explaining how each step contributes to a solution. Use a chain of thought approach to ensure clarity and logical flow.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about musical instruments.,You are a music expert. Provide a concise overview of the main categories of musical instruments (strings; woodwinds; brass; percussion; keyboards); giving a brief description and a few examples of each.,INFORMATIONAL,prompt_examples_dataset
Tell me about clothes.,You are a personal stylist. A client wants to know about the different types of shirts they could wear in a business casual environment. Explain the options; including button-down shirts; polo shirts; and dress shirts; and describe the pros and cons of each.,CONVERSATIONAL,prompt_examples_dataset
Explain this urban planning algorithm.,First; explain the high-level goal of an urban planning algorithm. Then; step-by-step; explain the logic behind this specific urban planning algorithm:  [ALGORITHM TEXT HERE - Assume it's a complex algorithm involving multiple stages of optimization; resource allocation; and constraint satisfaction].  Focus on the key decision points and how different factors influence the outcome at each step. Use pseudocode if helpful.,CODE_EXPLANATION,prompt_examples_dataset
Explain differential geometry.,Let's explore differential geometry step by step. First; define differential geometry and its main goal. Then; explain the concept of manifolds and their importance in this field. After that; elaborate on tangent spaces and their role in defining derivatives on manifolds. Finally; discuss curvature and torsion; explaining how they characterize the shape of curves and surfaces. Provide examples to illustrate each concept.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about climate change events.,Here are some examples of climate change events and their types:  Event: A large wildfire in California. Type: Extreme Weather Event  Event: Melting glaciers in Greenland. Type: Rising Temperatures  Event: Increased ocean acidity. Type: Ocean Acidification  Now; classify the following climate change events:  Event: Coral bleaching on the Great Barrier Reef. Type:,CLASSIFICATION_TAGGING,prompt_examples_dataset
What is the significance of the color red in 'The Shining'?,You are a film studies professor specializing in Stanley Kubrick's filmography. Explain the significance of the color red in 'The Shining'. Break down your analysis into three key scenes: the elevator scene; the bathroom scene with the Grady twins; and the final chase scene in the snow. For each scene; describe how the color red is used visually and symbolically; and how it contributes to the overall themes and atmosphere of the film. Conclude by summarizing the overarching significance of red throughout the film.,QUESTION_ANSWERING,prompt_examples_dataset
What is operations research?,You are an expert in operations research. Provide a comprehensive overview of operations research; including its history; key methodologies (such as linear programming; queuing theory; simulation; and network analysis); common applications across various industries (e.g.; manufacturing; logistics; finance; healthcare); and recent trends and future directions. Structure your answer in a clear and organized manner; using headings and subheadings where appropriate. Include examples to illustrate the application of different methodologies.,INFORMATIONAL,prompt_examples_dataset
Give me some relationship advice.,I need relationship advice. I'm in a long-term relationship; about 5 years. Lately; we've been arguing more frequently about household chores and finances. We both work full-time. Using the principles of effective communication and conflict resolution; what specific strategies can we implement to address these recurring issues and improve our overall relationship satisfaction? Break down the advice into actionable steps.,SUMMARIZATION,prompt_examples_dataset
Describe the microbiome research codebase.,You are an expert software engineer specializing in microbiome research codebases. Your task is to analyze a complex microbiome research codebase and provide a structured overview. First; identify the main directories and their purposes. Then; for each directory; list the key files and their roles. Finally; describe the overall architecture and data flow within the codebase. Use CHAIN_OF_THOUGHT to break down the problem into smaller parts. Here's how to start:  1.  **Main Directories:**     *   Directory 1: [Name] - [Purpose]     *   Directory 2: [Name] - [Purpose]     ...  2.  **Key Files (for each directory):**     *   Directory 1:         *   File 1: [Name] - [Role]         *   File 2: [Name] - [Role]         ...     *   Directory 2:         ...  3.  **Overall Architecture and Data Flow:** [Description],CODE_EXPLANATION,prompt_examples_dataset
Tell me about quantum materials.,Quantum materials exhibit exotic electronic and magnetic properties arising from quantum mechanics. Explain; step-by-step; how strong electron correlations; topological effects; and quantum entanglement contribute to phenomena like high-temperature superconductivity; quantum spin liquids; and topological insulators. For each phenomenon; provide specific examples of materials and the underlying quantum mechanical principles at play. Conclude by discussing the potential technological applications of these materials.,SUMMARIZATION,prompt_examples_dataset
Translate this into Spanish: 'The quick brown fox jumps over the lazy dog.',Translate the following sentence into Spanish; ensuring the translation is natural and grammatically correct. Also; provide a brief explanation of any idiomatic differences between the English and Spanish versions; if applicable. Sentence: 'The quick brown fox jumps over the lazy dog.',TRANSLATION,prompt_examples_dataset
Write code for animals.,"Implement the following animal classes in Python; including methods for their common actions. Provide only the code; no explanation. Use proper object-oriented principles.  class Dog:     def __init__(self; name; breed):         self.name = name         self.breed = breed      def bark(self):         return ""Woof!""      def fetch(self; item):         return f""{self.name} fetches the {item}!""  class Cat:     def __init__(self; name; color):         self.name = name         self.color = color      def meow(self):         return ""Meow!""      def sleep(self):         return f""{self.name} is sleeping.""  class Cow:     def __init__(self; name):         self.name = name      def moo(self):         return ""Moo!""      def graze(self):         return f""{self.name} is grazing in the field.""",PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about kitchen utensils.,I want to learn about kitchen utensils. Explain what they are and give some examples.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about some medical procedures.,First; instead of focusing on specific medical procedures; let's take a step back. What are the broad categories of medical interventions used to treat diseases or conditions? After outlining these categories; select three specific and complex procedures; one from each category. For each procedure; provide a concise summary including the purpose; the general steps involved; and the typical patient profile.,SUMMARIZATION,prompt_examples_dataset
What are the alternatives to quantum field theory?,Quantum field theory (QFT) is a theoretical framework that combines quantum mechanics with special relativity to describe the physics of elementary particles and their interactions. However; QFT has limitations and faces challenges such as the hierarchy problem and the difficulty in incorporating gravity.   Alternatives to QFT have been proposed to address these issues or to provide different perspectives on fundamental physics. These alternatives include string theory; loop quantum gravity; non-commutative geometry; and various effective field theories.   Compare and contrast QFT with at least three of these alternatives; focusing on their theoretical foundations; strengths; weaknesses; and experimental evidence (or lack thereof). Use a chain of thought to explain the reasoning behind each comparison. For each alternative; consider the following aspects:  *   **Theoretical Foundation:** What are the fundamental principles and assumptions underlying the theory? *   **Strengths:** What problems does the theory solve or what advantages does it offer compared to QFT? *   **Weaknesses:** What are the limitations and challenges faced by the theory? *   **Experimental Evidence:** What experimental evidence supports or contradicts the theory?  Structure your answer as follows:  1.  **Introduction:** Briefly introduce QFT and the need for alternative theories. 2.  **Comparison with String Theory:** Discuss the similarities and differences between QFT and string theory. 3.  **Comparison with Loop Quantum Gravity:** Discuss the similarities and differences between QFT and loop quantum gravity. 4.  **Comparison with Non-commutative Geometry:** Discuss the similarities and differences between QFT and non-commutative geometry. 5.  **Conclusion:** Summarize the key differences and similarities between QFT and the alternative theories; and discuss the future prospects for each.,COMPARISON,prompt_examples_dataset
Tell me about drug discovery.,Describe the modern drug discovery process; including target identification and validation; high-throughput screening; lead optimization; preclinical studies; clinical trials (phases 1-3); and regulatory approval. For each stage; briefly explain the key objectives; common methods used; and potential challenges. Focus on small molecule drug discovery.,INFORMATIONAL,prompt_examples_dataset
How can I be a better team leader?,I need to improve my team leadership skills. I want you to provide a list of five actionable strategies I can implement immediately to foster better communication; collaboration; and overall team performance. Focus on practical techniques rather than abstract concepts. Provide a brief explanation for each strategy; highlighting how it addresses common team challenges. Assume I have a team of 7 direct reports with varying levels of experience.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about ecosystem services.,Imagine a deforested area in the Amazon rainforest. Using the TREE_OF_THOUGHTS approach; brainstorm the cascading effects on ecosystem services; considering at least five different services (e.g.; carbon sequestration; water regulation; pollination; soil fertility; climate regulation). For each service; detail the initial impact of deforestation; the subsequent consequences for the environment and local communities; and potential mitigation strategies. Structure your response as a series of interconnected thoughts; exploring the complex relationships between deforestation and the degradation of these vital services.,CREATIVE_WRITING,prompt_examples_dataset
Explain brand management.,Describe the key components of brand management; including brand identity; brand image; brand equity; and brand loyalty. Explain how these components interact and influence consumer perception and purchasing decisions. Provide examples of successful brand management strategies and potential pitfalls to avoid. Focus on practical applications and real-world scenarios.,INFORMATIONAL,prompt_examples_dataset
Tell me about structural biochemistry.,As an expert biochemistry textbook author; write a comprehensive overview of structural biochemistry. Include the following topics: the primary; secondary; tertiary; and quaternary structures of proteins; the structure and function of carbohydrates; lipids; and nucleic acids; methods used to determine biomolecular structures such as X-ray crystallography; NMR spectroscopy; and cryo-electron microscopy; and the role of structural information in understanding biological processes and drug design. Provide detailed explanations and examples.,INFORMATIONAL,prompt_examples_dataset
Tell me about the weather forecast.,You are a professional meteorologist. Provide a detailed weather forecast for the next 7 days for London; including daily high and low temperatures; a description of the weather conditions (sunny; cloudy; rainy; etc.); and the probability of precipitation each day. Also; mention any potential weather hazards like strong winds or thunderstorms.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about machine learning basics.,You are an expert in machine learning. Explain the fundamental concepts of machine learning; including supervised learning; unsupervised learning; and reinforcement learning. For each concept; provide a clear definition; a simple example; and discuss common algorithms used. Structure your answer in a way that a beginner can easily understand.,ANALYSIS_CRITIQUE,prompt_examples_dataset
